-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2023 in LST
Location: Latitude  25.2048   Longitude 55.2708 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 20.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS10M,ALLSKY_SFC_SW_DWN,RH2M
2015,1,23,16,20.26,4.74,237.27,52.06
2015,1,23,17,19.0,4.41,41.8,60.44
2015,1,23,18,17.96,3.89,0.0,68.47
2015,1,23,19,17.52,3.62,0.0,71.56
2015,1,23,20,17.24,3.77,0.0,73.6
2015,1,23,21,17.03,3.88,0.0,75.27
2015,1,23,22,17.13,3.19,0.0,74.34
2015,1,23,23,17.18,2.71,0.0,73.38
2015,1,24,0,17.05,2.66,0.0,73.96
2015,1,24,1,16.69,2.74,0.0,75.67
2015,1,24,2,16.59,2.57,0.0,75.81
2015,1,24,3,16.74,2.17,0.0,74.34
2015,1,24,4,16.79,1.74,0.0,72.85
2015,1,24,5,16.49,1.57,0.0,73.43
2015,1,24,6,15.93,1.69,0.0,75.89
2015,1,24,7,15.86,1.93,35.05,77.0
2015,1,24,8,17.1,2.51,204.85,71.1
2015,1,24,9,18.3,2.28,400.75,63.55
2015,1,24,10,19.07,2.14,562.08,58.06
2015,1,24,11,19.7,1.87,666.67,53.05
2015,1,24,12,20.19,1.92,712.53,49.92
2015,1,24,13,20.51,2.21,650.35,48.43
2015,1,24,14,20.67,2.59,600.38,48.2
2015,1,24,15,20.59,3.12,432.38,49.51
2015,1,24,16,20.16,3.49,229.68,52.43
2015,1,24,17,19.04,3.35,41.65,59.02
2015,1,24,18,18.12,3.36,0.0,65.44
2015,1,24,19,17.79,3.25,0.0,67.73
2015,1,24,20,17.56,3.1,0.0,68.82
2015,1,24,21,17.39,2.91,0.0,69.49
2015,1,24,22,17.29,2.65,0.0,69.68
2015,1,24,23,17.3,2.35,0.0,69.28
2015,1,25,0,17.36,2.12,0.0,68.83
2015,1,25,1,17.45,1.92,0.0,68.09
2015,1,25,2,17.42,2.06,0.0,68.55
2015,1,25,3,17.45,2.24,0.0,68.85
2015,1,25,4,17.52,2.3,0.0,68.74
2015,1,25,5,17.59,2.33,0.0,68.48
2015,1,25,6,17.63,2.32,0.0,68.19
2015,1,25,7,17.78,2.28,38.67,67.9
2015,1,25,8,19.0,2.47,221.9,63.96
2015,1,25,9,20.55,3.0,429.45,57.1
2015,1,25,10,21.57,3.07,593.75,51.73
2015,1,25,11,22.29,2.8,688.88,47.19
2015,1,25,12,22.83,2.83,728.67,44.16
2015,1,25,13,23.12,3.15,697.45,43.3
2015,1,25,14,23.14,3.7,604.83,43.97
2015,1,25,15,22.89,4.31,433.0,45.96
2015,1,25,16,22.27,5.23,227.6,49.85
2015,1,25,17,20.98,5.39,41.45,57.94
2015,1,25,18,20.07,5.38,0.0,64.56
2015,1,25,19,19.76,4.91,0.0,65.72
2015,1,25,20,19.46,4.15,0.0,65.0
2015,1,25,21,19.18,3.45,0.0,63.59
2015,1,25,22,19.07,2.68,0.0,61.09
2015,1,25,23,19.06,1.96,0.0,58.29
2015,1,26,0,18.86,1.61,0.0,56.99
2015,1,26,1,18.58,1.53,0.0,56.99
2015,1,26,2,18.22,1.7,0.0,58.04
2015,1,26,3,17.86,1.96,0.0,59.52
2015,1,26,4,17.49,2.23,0.0,61.09
2015,1,26,5,17.2,2.36,0.0,62.27
2015,1,26,6,16.99,2.33,0.0,62.98
2015,1,26,7,17.27,2.13,37.83,61.27
2015,1,26,8,18.64,2.09,221.18,54.94
2015,1,26,9,20.14,2.04,425.77,49.43
2015,1,26,10,21.58,1.99,595.7,44.1
2015,1,26,11,22.31,1.62,665.22,40.58
2015,1,26,12,22.81,1.76,735.38,38.8
2015,1,26,13,23.05,2.42,712.72,39.41
2015,1,26,14,23.02,3.25,615.38,41.47
2015,1,26,15,22.7,3.56,433.67,44.03
2015,1,26,16,22.13,3.94,235.85,47.66
2015,1,26,17,20.74,3.61,46.12,55.49
2015,1,26,18,19.67,3.7,0.0,63.55
2015,1,26,19,19.3,3.5,0.0,66.64
2015,1,26,20,19.05,3.29,0.0,67.32
2015,1,26,21,19.1,3.06,0.0,66.75
2015,1,26,22,19.24,2.53,0.0,65.26
2015,1,26,23,19.09,2.37,0.0,65.54
2015,1,27,0,18.83,2.69,0.0,67.28
2015,1,27,1,18.54,3.09,0.0,69.12
2015,1,27,2,18.37,3.12,0.0,70.09
2015,1,27,3,18.33,2.72,0.0,69.88
2015,1,27,4,18.31,2.27,0.0,69.43
2015,1,27,5,18.25,1.65,0.0,68.48
2015,1,27,6,17.99,1.1,0.0,68.55
2015,1,27,7,17.88,0.99,41.55,67.87
2015,1,27,8,18.83,1.61,229.38,62.99
2015,1,27,9,20.07,1.56,433.25,56.6
2015,1,27,10,21.85,1.11,522.08,47.38
2015,1,27,11,22.67,0.68,700.42,42.61
2015,1,27,12,23.25,0.64,735.85,39.33
2015,1,27,13,23.69,1.4,669.0,37.86
2015,1,27,14,23.86,2.61,612.53,39.32
2015,1,27,15,23.56,3.38,449.4,41.87
2015,1,27,16,22.82,3.94,247.8,45.99
2015,1,27,17,21.12,3.8,49.17,55.55
2015,1,27,18,19.91,3.98,0.0,65.18
2015,1,27,19,19.41,3.62,0.0,69.41
2015,1,27,20,19.03,3.22,0.0,71.32
2015,1,27,21,18.86,2.82,0.0,71.93
2015,1,27,22,18.89,2.54,0.0,71.85
2015,1,27,23,18.89,2.39,0.0,72.2
2015,1,28,0,18.96,2.06,0.0,71.92
2015,1,28,1,18.94,1.74,0.0,71.91
2015,1,28,2,18.82,1.42,0.0,72.27
2015,1,28,3,18.67,1.18,0.0,72.87
2015,1,28,4,18.45,0.99,0.0,73.95
2015,1,28,5,18.22,0.79,0.0,75.06
2015,1,28,6,17.8,0.95,0.0,77.27
2015,1,28,7,17.55,1.54,44.53,79.09
2015,1,28,8,18.68,2.24,237.62,73.33
2015,1,28,9,20.05,2.41,440.12,66.73
2015,1,28,10,21.45,2.94,607.67,59.2
2015,1,28,11,22.75,3.63,668.35,51.39
2015,1,28,12,23.34,4.17,738.42,48.86
2015,1,28,13,23.67,4.43,699.25,47.57
2015,1,28,14,23.78,4.35,607.33,47.39
2015,1,28,15,23.63,4.07,444.38,47.97
2015,1,28,16,23.16,3.67,242.45,49.98
2015,1,28,17,21.51,2.93,48.42,57.66
2015,1,28,18,20.35,2.72,0.0,65.12
2015,1,28,19,19.92,2.41,0.0,69.47
2015,1,28,20,19.65,2.07,0.0,71.66
2015,1,28,21,19.45,1.65,0.0,72.48
2015,1,28,22,19.1,1.44,0.0,73.85
2015,1,28,23,18.57,1.67,0.0,76.02
2015,1,29,0,18.02,2.15,0.0,78.11
2015,1,29,1,17.55,2.54,0.0,78.51
2015,1,29,2,17.23,2.72,0.0,76.32
2015,1,29,3,17.07,2.85,0.0,72.78
2015,1,29,4,17.02,2.95,0.0,69.28
2015,1,29,5,17.02,2.98,0.0,66.24
2015,1,29,6,16.97,2.98,0.0,63.83
2015,1,29,7,17.48,2.9,44.15,59.42
2015,1,29,8,19.59,3.04,238.93,50.1
2015,1,29,9,21.23,2.52,448.42,43.3
2015,1,29,10,23.33,1.17,623.22,35.9
2015,1,29,11,24.58,0.13,755.05,31.67
2015,1,29,12,25.37,0.41,739.97,29.33
2015,1,29,13,25.87,0.96,634.12,28.4
2015,1,29,14,26.07,1.45,626.65,28.77
2015,1,29,15,25.93,1.84,454.8,29.97
2015,1,29,16,25.34,2.03,255.65,32.19
2015,1,29,17,23.27,2.54,54.03,39.96
2015,1,29,18,21.91,2.97,0.0,47.66
2015,1,29,19,21.24,3.07,0.0,52.81
2015,1,29,20,20.7,3.2,0.0,56.93
2015,1,29,21,20.2,3.42,0.0,60.5
2015,1,29,22,19.73,3.65,0.0,63.35
2015,1,29,23,19.29,3.9,0.0,65.01
2015,1,30,0,18.87,4.06,0.0,65.69
2015,1,30,1,18.57,4.14,0.0,65.04
2015,1,30,2,18.34,4.3,0.0,63.82
2015,1,30,3,18.15,4.56,0.0,63.09
2015,1,30,4,18.0,4.8,0.0,62.43
2015,1,30,5,17.91,4.87,0.0,61.32
2015,1,30,6,17.75,4.76,0.0,60.97
2015,1,30,7,18.29,4.46,46.53,58.6
2015,1,30,8,20.23,4.85,244.15,51.83
2015,1,30,9,21.76,4.22,453.0,46.27
2015,1,30,10,24.12,3.19,605.78,36.93
2015,1,30,11,25.88,2.54,708.88,32.36
2015,1,30,12,26.51,2.25,748.15,34.84
2015,1,30,13,26.88,2.24,721.92,35.25
2015,1,30,14,27.01,2.22,637.62,34.78
2015,1,30,15,26.88,2.12,462.7,34.89
2015,1,30,16,26.31,1.81,255.95,35.14
2015,1,30,17,24.88,1.85,53.6,35.68
2015,1,30,18,24.01,2.01,0.0,38.14
2015,1,30,19,23.29,2.21,0.0,43.02
2015,1,30,20,22.4,2.55,0.0,49.12
2015,1,30,21,21.54,2.95,0.0,54.6
2015,1,30,22,20.85,3.29,0.0,58.66
2015,1,30,23,20.4,3.5,0.0,60.29
2015,1,31,0,20.15,3.56,0.0,59.17
2015,1,31,1,19.99,3.62,0.0,55.87
2015,1,31,2,19.77,3.79,0.0,51.84
2015,1,31,3,19.52,3.93,0.0,48.16
2015,1,31,4,19.29,4.03,0.0,45.1
2015,1,31,5,19.01,4.24,0.0,43.63
2015,1,31,6,18.71,4.68,0.0,44.04
2015,1,31,7,19.17,5.11,43.0,44.58
2015,1,31,8,20.54,6.22,229.73,43.65
2015,1,31,9,21.91,5.82,426.6,42.61
2015,1,31,10,23.91,6.07,600.28,40.57
2015,1,31,11,25.61,5.96,719.25,38.74
2015,1,31,12,26.4,5.46,755.53,38.62
2015,1,31,13,26.83,4.81,665.88,38.72
2015,1,31,14,26.99,4.27,627.72,39.06
2015,1,31,15,26.79,4.06,463.33,39.88
2015,1,31,16,26.08,3.57,258.23,42.4
2015,1,31,17,23.87,2.91,55.72,50.66
2015,1,31,18,22.6,2.6,0.0,57.61
2015,1,31,19,22.12,2.18,0.0,61.94
2015,1,31,20,21.92,1.71,0.0,63.95
2015,1,31,21,21.9,1.19,0.0,62.85
2015,1,31,22,21.73,0.78,0.0,62.07
2015,1,31,23,21.32,1.15,0.0,63.3
2015,2,1,0,20.85,1.75,0.0,64.15
2015,2,1,1,20.51,2.22,0.0,63.69
2015,2,1,2,20.18,2.73,0.0,62.12
2015,2,1,3,19.8,3.23,0.0,60.31
2015,2,1,4,19.5,3.56,0.0,58.53
2015,2,1,5,19.18,3.86,0.0,57.7
2015,2,1,6,18.82,4.17,0.0,58.38
2015,2,1,7,19.26,4.19,41.53,57.85
2015,2,1,8,20.83,4.97,221.55,55.53
2015,2,1,9,22.12,4.77,423.7,54.89
2015,2,1,10,23.78,4.75,590.65,52.31
2015,2,1,11,24.87,5.13,697.22,51.37
2015,2,1,12,25.6,5.74,621.03,49.81
2015,2,1,13,25.6,6.16,698.22,51.28
2015,2,1,14,25.22,6.42,611.15,53.87
2015,2,1,15,24.57,6.56,449.9,58.13
2015,2,1,16,23.6,6.39,249.25,64.71
2015,2,1,17,22.34,5.57,54.5,74.55
2015,2,1,18,21.26,4.84,0.0,84.5
2015,2,1,19,20.93,5.05,0.0,88.6
2015,2,1,20,20.8,5.43,0.0,89.77
2015,2,1,21,20.71,5.71,0.0,89.86
2015,2,1,22,20.56,5.98,0.0,88.94
2015,2,1,23,20.39,6.58,0.0,85.96
2015,2,2,0,20.15,7.07,0.0,83.14
2015,2,2,1,19.9,7.24,0.0,79.87
2015,2,2,2,19.62,7.16,0.0,77.67
2015,2,2,3,19.37,7.01,0.0,75.74
2015,2,2,4,19.17,6.68,0.0,75.25
2015,2,2,5,19.03,6.32,0.0,74.94
2015,2,2,6,18.96,5.95,0.0,74.15
2015,2,2,7,19.79,5.4,48.67,69.5
2015,2,2,8,21.62,5.75,240.7,61.12
2015,2,2,9,22.35,5.42,442.73,57.77
2015,2,2,10,22.86,5.08,613.85,55.95
2015,2,2,11,23.26,4.94,738.92,54.59
2015,2,2,12,23.46,4.83,761.58,53.95
2015,2,2,13,23.46,4.88,746.65,54.51
2015,2,2,14,23.29,5.0,640.42,55.94
2015,2,2,15,22.91,5.01,472.45,58.21
2015,2,2,16,22.28,4.94,263.6,61.8
2015,2,2,17,21.24,4.39,59.6,67.79
2015,2,2,18,20.16,3.89,0.0,74.47
2015,2,2,19,19.76,3.76,0.0,76.88
2015,2,2,20,19.45,3.6,0.0,77.99
2015,2,2,21,19.19,3.51,0.0,78.54
2015,2,2,22,19.0,3.33,0.0,78.59
2015,2,2,23,18.87,3.04,0.0,78.25
2015,2,3,0,18.85,2.66,0.0,77.44
2015,2,3,1,18.88,2.28,0.0,76.55
2015,2,3,2,18.93,1.85,0.0,75.5
2015,2,3,3,18.97,1.41,0.0,74.58
2015,2,3,4,18.89,1.18,0.0,74.98
2015,2,3,5,18.69,1.22,0.0,76.21
2015,2,3,6,18.49,1.29,0.0,77.7
2015,2,3,7,18.62,1.26,47.05,77.8
2015,2,3,8,19.45,1.86,238.98,74.91
2015,2,3,9,20.74,1.49,450.1,67.81
2015,2,3,10,21.67,1.4,624.12,61.45
2015,2,3,11,22.5,1.36,703.08,55.25
2015,2,3,12,23.35,1.14,731.72,48.65
2015,2,3,13,24.05,0.72,715.22,43.91
2015,2,3,14,24.51,1.48,619.0,42.01
2015,2,3,15,24.43,2.69,445.35,44.11
2015,2,3,16,23.65,3.64,246.6,49.39
2015,2,3,17,21.97,4.07,56.75,59.96
2015,2,3,18,20.47,4.19,0.0,72.3
2015,2,3,19,20.01,3.52,0.0,76.99
2015,2,3,20,19.95,2.67,0.0,76.41
2015,2,3,21,20.09,2.23,0.0,74.86
2015,2,3,22,20.2,2.39,0.0,74.95
2015,2,3,23,19.96,2.8,0.0,77.85
2015,2,4,0,19.56,3.2,0.0,81.77
2015,2,4,1,19.15,3.41,0.0,85.67
2015,2,4,2,18.77,3.49,0.0,88.74
2015,2,4,3,18.43,3.61,0.0,91.01
2015,2,4,4,18.15,3.75,0.0,92.86
2015,2,4,5,17.92,3.97,0.0,95.04
2015,2,4,6,17.73,4.18,0.0,97.44
2015,2,4,7,18.49,4.52,46.4,94.09
2015,2,4,8,19.87,5.21,231.57,86.59
2015,2,4,9,21.91,4.89,427.05,71.37
2015,2,4,10,24.11,4.39,606.22,53.54
2015,2,4,11,25.41,3.94,683.7,44.43
2015,2,4,12,26.11,3.92,757.38,40.47
2015,2,4,13,26.45,3.78,721.7,37.57
2015,2,4,14,26.54,3.5,644.42,35.3
2015,2,4,15,26.18,3.57,462.88,34.97
2015,2,4,16,25.2,3.56,256.45,39.89
2015,2,4,17,22.89,3.54,58.08,51.27
2015,2,4,18,21.34,3.56,0.0,63.24
2015,2,4,19,20.72,3.44,0.0,72.87
2015,2,4,20,20.46,2.98,0.0,78.03
2015,2,4,21,20.36,2.65,0.0,79.39
2015,2,4,22,20.2,2.73,0.0,79.55
2015,2,4,23,19.94,2.86,0.0,79.51
2015,2,5,0,19.59,3.1,0.0,79.24
2015,2,5,1,19.25,3.28,0.0,78.23
2015,2,5,2,18.98,3.35,0.0,76.24
2015,2,5,3,18.68,3.77,0.0,73.32
2015,2,5,4,18.45,4.2,0.0,68.75
2015,2,5,5,18.27,4.42,0.0,64.03
2015,2,5,6,18.02,4.87,0.0,61.03
2015,2,5,7,18.49,5.88,45.25,56.93
2015,2,5,8,19.44,6.49,226.18,52.54
2015,2,5,9,21.16,6.71,428.38,47.31
2015,2,5,10,22.96,7.06,603.08,44.23
2015,2,5,11,24.45,6.95,695.8,42.03
2015,2,5,12,25.63,6.6,743.12,39.77
2015,2,5,13,26.34,6.11,682.9,38.33
2015,2,5,14,26.58,5.53,597.1,37.54
2015,2,5,15,26.38,5.14,441.8,37.09
2015,2,5,16,25.69,4.7,246.95,38.14
2015,2,5,17,23.54,3.88,58.1,44.78
2015,2,5,18,22.06,3.66,0.0,52.59
2015,2,5,19,21.39,3.27,0.0,59.18
2015,2,5,20,21.0,2.82,0.0,64.19
2015,2,5,21,20.88,2.48,0.0,66.95
2015,2,5,22,20.67,2.36,0.0,69.72
2015,2,5,23,20.28,2.4,0.0,74.3
2015,2,6,0,19.79,2.66,0.0,79.34
2015,2,6,1,19.27,3.03,0.0,84.66
2015,2,6,2,18.86,3.36,0.0,89.19
2015,2,6,3,18.63,3.63,0.0,92.05
2015,2,6,4,18.49,3.79,0.0,93.48
2015,2,6,5,18.42,3.88,0.0,93.33
2015,2,6,6,18.37,3.98,0.0,93.54
2015,2,6,7,19.12,3.94,48.88,89.46
2015,2,6,8,20.96,4.55,224.23,79.54
2015,2,6,9,21.89,4.85,416.4,73.75
2015,2,6,10,22.58,5.27,567.5,68.36
2015,2,6,11,23.18,5.95,641.0,62.09
2015,2,6,12,23.53,6.65,722.08,56.42
2015,2,6,13,23.54,6.98,729.2,53.91
2015,2,6,14,23.38,6.93,626.2,53.0
2015,2,6,15,23.05,6.71,482.35,52.98
2015,2,6,16,22.47,6.45,271.62,55.0
2015,2,6,17,21.44,5.59,65.38,59.78
2015,2,6,18,20.29,4.87,0.0,65.61
2015,2,6,19,19.88,4.91,0.0,67.82
2015,2,6,20,19.59,5.19,0.0,69.22
2015,2,6,21,19.34,5.33,0.0,70.1
2015,2,6,22,19.11,5.42,0.0,70.31
2015,2,6,23,18.89,5.42,0.0,70.82
2015,2,7,0,18.64,5.26,0.0,72.21
2015,2,7,1,18.42,4.93,0.0,73.94
2015,2,7,2,18.24,4.49,0.0,75.53
2015,2,7,3,18.13,3.99,0.0,76.66
2015,2,7,4,18.15,3.43,0.0,76.87
2015,2,7,5,18.32,2.81,0.0,76.16
2015,2,7,6,18.48,2.3,0.0,75.3
2015,2,7,7,18.92,1.94,48.03,73.08
2015,2,7,8,20.33,1.93,225.65,66.52
2015,2,7,9,21.12,1.77,414.9,62.81
2015,2,7,10,21.72,1.84,605.72,60.22
2015,2,7,11,22.28,1.96,723.12,57.38
2015,2,7,12,22.67,2.07,772.35,54.86
2015,2,7,13,22.93,2.65,712.83,53.95
2015,2,7,14,22.92,3.49,644.12,54.81
2015,2,7,15,22.54,3.94,475.35,57.08
2015,2,7,16,21.84,3.83,268.73,60.74
2015,2,7,17,20.77,3.17,67.05,66.38
2015,2,7,18,19.62,2.8,0.0,73.7
2015,2,7,19,19.21,2.65,0.0,76.38
2015,2,7,20,18.99,2.18,0.0,76.41
2015,2,7,21,18.98,2.03,0.0,75.8
2015,2,7,22,18.9,2.18,0.0,76.1
2015,2,7,23,18.94,1.81,0.0,74.85
2015,2,8,0,19.14,0.97,0.0,72.42
2015,2,8,1,18.95,0.83,0.0,72.88
2015,2,8,2,18.52,0.98,0.0,74.69
2015,2,8,3,18.04,1.14,0.0,76.96
2015,2,8,4,17.48,1.39,0.0,79.97
2015,2,8,5,16.77,2.07,0.0,84.87
2015,2,8,6,16.16,2.81,0.0,89.24
2015,2,8,7,16.78,3.24,49.2,85.93
2015,2,8,8,18.11,3.81,239.0,77.73
2015,2,8,9,20.16,3.66,450.83,64.74
2015,2,8,10,22.73,3.67,624.6,48.29
2015,2,8,11,24.66,3.14,731.03,36.98
2015,2,8,12,25.79,2.32,769.0,36.08
2015,2,8,13,26.64,2.12,735.95,32.06
2015,2,8,14,27.0,2.25,642.45,30.64
2015,2,8,15,26.78,2.44,466.4,33.18
2015,2,8,16,26.03,2.77,260.27,36.85
2015,2,8,17,23.9,3.14,63.3,41.1
2015,2,8,18,22.59,3.13,0.0,46.34
2015,2,8,19,22.07,3.06,0.0,52.74
2015,2,8,20,21.74,2.62,0.0,57.26
2015,2,8,21,21.58,2.35,0.0,59.57
2015,2,8,22,21.37,2.95,0.0,60.82
2015,2,8,23,20.89,3.56,0.0,61.18
2015,2,9,0,20.35,4.14,0.0,60.19
2015,2,9,1,19.63,4.57,0.0,58.84
2015,2,9,2,19.24,4.73,0.0,57.68
2015,2,9,3,18.94,4.95,0.0,58.42
2015,2,9,4,18.86,5.48,0.0,59.76
2015,2,9,5,18.87,6.53,0.0,61.07
2015,2,9,6,18.83,7.82,0.0,60.13
2015,2,9,7,18.99,8.5,49.92,55.75
2015,2,9,8,20.21,8.69,225.43,52.66
2015,2,9,9,22.48,9.94,413.7,53.37
2015,2,9,10,24.3,9.63,605.78,48.98
2015,2,9,11,25.57,8.42,645.1,44.74
2015,2,9,12,26.34,7.11,768.42,42.77
2015,2,9,13,26.83,6.26,643.9,41.47
2015,2,9,14,27.08,5.53,614.08,40.75
2015,2,9,15,27.09,5.21,435.67,40.57
2015,2,9,16,26.75,4.71,235.0,41.57
2015,2,9,17,25.17,3.53,58.15,45.96
2015,2,9,18,24.01,3.44,0.0,49.61
2015,2,9,19,23.43,3.7,0.0,52.14
2015,2,9,20,22.98,4.53,0.0,53.09
2015,2,9,21,22.54,5.76,0.0,53.84
2015,2,9,22,21.92,6.18,0.0,57.39
2015,2,9,23,21.34,6.26,0.0,61.68
2015,2,10,0,20.78,6.58,0.0,66.05
2015,2,10,1,20.18,6.51,0.0,70.16
2015,2,10,2,19.82,6.52,0.0,72.0
2015,2,10,3,19.54,6.39,0.0,72.07
2015,2,10,4,19.26,6.12,0.0,71.93
2015,2,10,5,18.97,5.95,0.0,72.87
2015,2,10,6,18.78,5.91,0.0,74.57
2015,2,10,7,19.15,6.67,48.58,75.27
2015,2,10,8,20.29,7.7,231.45,73.03
2015,2,10,9,21.93,8.22,390.17,66.78
2015,2,10,10,23.6,7.63,619.97,58.84
2015,2,10,11,24.95,6.28,711.1,54.28
2015,2,10,12,25.79,4.9,739.53,52.94
2015,2,10,13,26.4,4.03,707.85,50.73
2015,2,10,14,27.0,3.36,623.4,46.89
2015,2,10,15,27.57,2.71,438.23,41.71
2015,2,10,16,27.5,1.94,253.65,40.69
2015,2,10,17,25.71,0.88,60.55,49.31
2015,2,10,18,24.63,1.15,0.0,56.14
2015,2,10,19,24.28,1.99,0.0,58.11
2015,2,10,20,23.56,3.29,0.0,59.95
2015,2,10,21,22.58,4.54,0.0,63.34
2015,2,10,22,22.04,5.31,0.0,66.67
2015,2,10,23,21.8,5.75,0.0,68.48
2015,2,11,0,21.53,6.13,0.0,69.94
2015,2,11,1,21.34,6.52,0.0,71.02
2015,2,11,2,20.47,5.56,0.0,75.18
2015,2,11,3,19.86,5.15,0.0,77.39
2015,2,11,4,19.49,5.1,0.0,76.24
2015,2,11,5,19.2,5.2,0.0,73.86
2015,2,11,6,19.03,5.47,0.0,70.69
2015,2,11,7,19.65,6.3,48.22,65.81
2015,2,11,8,20.84,6.69,217.88,63.8
2015,2,11,9,22.67,6.69,404.67,59.31
2015,2,11,10,24.44,5.79,561.38,52.52
2015,2,11,11,25.97,4.52,640.03,49.11
2015,2,11,12,26.99,3.6,767.85,47.66
2015,2,11,13,28.04,2.62,741.8,40.39
2015,2,11,14,28.63,1.48,642.85,36.08
2015,2,11,15,28.09,0.76,476.98,41.03
2015,2,11,16,27.29,1.08,274.88,45.2
2015,2,11,17,25.82,2.7,59.8,48.39
2015,2,11,18,24.13,3.87,0.0,57.98
2015,2,11,19,23.21,4.06,0.0,66.08
2015,2,11,20,22.92,3.94,0.0,69.98
2015,2,11,21,22.76,3.95,0.0,71.23
2015,2,11,22,22.56,3.96,0.0,70.31
2015,2,11,23,22.22,4.05,0.0,68.27
2015,2,12,0,21.85,4.3,0.0,65.57
2015,2,12,1,21.63,4.69,0.0,61.95
2015,2,12,2,21.59,4.96,0.0,58.16
2015,2,12,3,21.32,5.19,0.0,56.15
2015,2,12,4,20.81,5.47,0.0,56.11
2015,2,12,5,20.23,5.77,0.0,56.9
2015,2,12,6,19.65,5.99,0.0,58.04
2015,2,12,7,19.81,6.66,60.97,56.82
2015,2,12,8,20.86,6.55,257.92,52.88
2015,2,12,9,23.11,7.04,461.4,48.85
2015,2,12,10,25.17,6.8,634.6,45.59
2015,2,12,11,26.9,5.83,671.65,43.13
2015,2,12,12,27.95,4.98,736.3,42.01
2015,2,12,13,28.73,4.44,723.28,39.53
2015,2,12,14,29.23,3.73,608.75,37.15
2015,2,12,15,29.6,2.88,467.7,33.65
2015,2,12,16,29.27,1.63,259.92,33.42
2015,2,12,17,27.2,0.82,69.78,42.89
2015,2,12,18,26.64,1.45,0.0,44.94
2015,2,12,19,25.68,2.91,0.0,47.59
2015,2,12,20,24.25,3.66,0.0,54.83
2015,2,12,21,23.44,4.04,0.0,58.9
2015,2,12,22,23.13,4.21,0.0,58.23
2015,2,12,23,22.97,4.11,0.0,56.42
2015,2,13,0,22.71,3.94,0.0,54.74
2015,2,13,1,22.27,3.82,0.0,53.93
2015,2,13,2,21.93,3.77,0.0,53.09
2015,2,13,3,21.59,3.89,0.0,52.76
2015,2,13,4,21.23,4.14,0.0,52.92
2015,2,13,5,20.88,4.44,0.0,53.64
2015,2,13,6,20.5,4.91,0.0,55.15
2015,2,13,7,20.95,5.78,58.5,54.46
2015,2,13,8,21.82,6.09,252.15,52.4
2015,2,13,9,23.66,5.47,465.12,46.5
2015,2,13,10,25.78,5.13,630.47,40.1
2015,2,13,11,27.21,4.63,628.3,37.38
2015,2,13,12,27.85,4.27,801.9,35.96
2015,2,13,13,28.14,3.95,764.25,35.32
2015,2,13,14,28.2,3.77,649.7,35.35
2015,2,13,15,27.98,3.62,491.05,36.39
2015,2,13,16,27.39,3.33,276.98,38.68
2015,2,13,17,25.47,2.82,75.72,46.0
2015,2,13,18,23.86,2.79,0.0,54.2
2015,2,13,19,23.23,2.61,0.0,58.52
2015,2,13,20,22.77,2.37,0.0,61.52
2015,2,13,21,22.44,2.15,0.0,63.47
2015,2,13,22,22.07,2.21,0.0,65.2
2015,2,13,23,21.59,2.55,0.0,67.1
2015,2,14,0,21.16,2.92,0.0,67.32
2015,2,14,1,20.92,3.16,0.0,64.53
2015,2,14,2,20.95,3.24,0.0,59.13
2015,2,14,3,21.13,3.15,0.0,53.47
2015,2,14,4,21.35,2.95,0.0,48.58
2015,2,14,5,21.58,2.73,0.0,44.74
2015,2,14,6,21.73,2.63,0.0,42.31
2015,2,14,7,22.29,2.55,59.88,39.84
2015,2,14,8,24.06,2.74,252.3,35.38
2015,2,14,9,25.51,2.24,462.23,32.01
2015,2,14,10,27.49,1.79,642.45,29.94
2015,2,14,11,28.3,1.95,790.33,34.11
2015,2,14,12,28.73,2.55,705.42,32.47
2015,2,14,13,28.93,2.94,746.42,31.22
2015,2,14,14,28.94,2.84,665.65,32.18
2015,2,14,15,28.76,2.57,499.62,33.8
2015,2,14,16,28.29,2.48,290.98,35.44
2015,2,14,17,26.25,2.75,82.25,42.39
2015,2,14,18,24.62,2.93,0.0,51.13
2015,2,14,19,23.97,2.76,0.0,56.81
2015,2,14,20,23.55,2.44,0.0,61.16
2015,2,14,21,23.2,2.11,0.0,65.63
2015,2,14,22,22.81,1.77,0.0,71.34
2015,2,14,23,22.48,1.26,0.0,76.88
2015,2,15,0,22.13,0.76,0.0,81.5
2015,2,15,1,21.82,0.58,0.0,84.06
2015,2,15,2,21.54,1.1,0.0,83.87
2015,2,15,3,21.21,1.7,0.0,81.27
2015,2,15,4,20.85,2.34,0.0,76.22
2015,2,15,5,20.49,3.16,0.0,69.13
2015,2,15,6,20.31,4.1,0.0,61.25
2015,2,15,7,21.33,5.01,65.97,51.47
